build_year,lat,living_area,long,municipality_name,zipcode,num_rooms,object_type_name,price,water_percentage_1000,travel_time_private_transport,travel_time_public_transport,number_of_buildings_in_hectare,number_of_apartments_in_hectare,number_of_workplaces_in_hectare,number_of_workplaces_sector_1_in_hectare,number_of_workplaces_sector_2_in_hectare,number_of_workplaces_sector_3_in_hectare,population_in_hectare
1960,47.121334075927706,245.0,9.15412330627441,Glarus Nord,8758,7.0,Einfamilienhaus,1530000.0,0.4617411901501536,40.0,81.0,1,1.0,0,0,0,0,3
1966,47.4977340698242,120.0,7.5538501739502,Therwil,4106,4.0,Mehrfamilienhaus,720000.0,0.0,11.0,23.0,14,25.0,3,0,0,3,45
1650,47.4846267700195,398.0,8.207005500793459,Brugg,5200,6.0,Mehrfamilienhaus,980000.0,0.05067375420903918,23.0,24.0,37,114.0,27,0,0,27,116
1964,47.64856338500979,477.0,8.874895095825199,Eschenz,8264,4.0,Einfamilienhaus,450000.0,0.21074186021356947,37.0,78.0,14,14.0,3,0,3,3,18
1950,46.1194953918457,145.0,8.70745372772217,Brissago,6614,4.0,Einfamilienhaus,1776000.0,0.26227655859726906,41.0,89.0,11,12.0,0,0,0,0,11
1900,47.2378616333008,765.0,7.22851419448853,Reconvilier,2732,6.0,Einfamilienhaus,720000.0,6.039515342094443e-05,41.0,73.0,11,11.0,3,3,0,0,29
1840,47.0343360900879,1509.0,9.07275009155273,Glarus,8750,9.0,Einfamilienhaus,1450000.0,0.025682904268064168,40.0,63.0,9,9.0,3,0,0,3,25
1985,46.9308547973633,130.0,7.5657820701599094,Worb,3076,5.0,Mehrfamilienhaus,599000.0,0.0,8.0,24.0,30,70.0,8,0,3,7,100
2000,47.154178619384794,192.0,8.16363906860352,Eich,6205,6.0,Einfamilienhaus,1290000.0,0.3605997068367144,39.0,79.0,7,11.0,0,0,0,0,20
1986,46.6919441223145,200.0,7.78394317626953,Beatenberg,3803,7.0,Einfamilienhaus,1280000.0,0.022992579351891168,36.0,82.0,7,21.0,3,0,0,3,18
1970,47.34297943115229,160.0,8.28453826904297,Wohlen (AG),5610,5.0,Einfamilienhaus,1350000.0,0.0,22.0,30.0,5,5.0,3,0,0,3,14
1998,47.540470123290994,180.0,9.30758571624756,Amriswil,8580,4.0,Einfamilienhaus,945000.0,0.0,52.0,64.0,2,2.0,0,0,0,0,3
1996,47.44775390625,235.0,7.73360157012939,Bubendorf,4416,8.0,Einfamilienhaus,1450000.0,0.006144445707586173,20.0,28.0,9,9.0,0,0,0,0,27
2018,47.5085639953613,204.0,8.50711631774902,Höri,8181,6.0,Einfamilienhaus,1400000.0,0.014139596726492109,17.0,29.0,1,1.0,3,0,0,3,3
1989,47.0041580200195,138.0,8.3278865814209,Horw,6047,7.0,Einfamilienhaus,1900000.0,0.4881962531472278,36.0,74.0,5,6.0,0,0,0,0,8
2010,47.309211730957,170.0,8.39397716522217,Oberlunkhofen,8917,8.0,Mehrfamilienhaus,1380000.0,0.00046106524283129465,14.0,23.0,16,16.0,3,0,0,3,55
1991,47.2304458618164,180.0,8.96934986114502,Uznach,8730,5.0,Mehrfamilienhaus,1130000.0,0.0032929854621016872,30.0,46.0,16,29.0,3,0,3,3,74
1977,46.7763786315918,145.0,7.59670639038086,Uetendorf,3661,5.0,Einfamilienhaus,890000.0,0.019438997880967496,17.0,37.0,21,21.0,3,0,0,3,48
2006,47.6075286865234,350.0,9.002607345581051,Müllheim,8555,4.0,Einfamilienhaus,1973000.0,0.005282702277065031,31.0,50.0,2,2.0,0,0,0,0,7
1974,47.3200492858887,152.0,8.2125244140625,Seengen,5707,7.0,Einfamilienhaus,1293000.0,0.16626882114575206,31.0,53.0,1,1.0,0,0,0,0,0
1856,47.3496246337891,180.0,8.18793678283691,Egliswil,5704,6.0,Sonstiges,1450000.0,0.0,28.0,48.0,5,9.0,3,0,0,3,8
1978,47.5709953308105,140.0,7.650158882141111,Riehen,4125,4.0,Einfamilienhaus,1290000.0,0.0003171760341111868,7.0,6.0,9,9.0,3,0,0,3,14
1905,46.8684577941895,321.0,7.52190828323364,Belp,3124,12.0,Einfamilienhaus,837000.0,0.0,15.0,16.0,2,3.0,0,0,0,0,3
2017,47.38631439208979,205.0,8.78092861175537,Russikon,8332,6.0,Einfamilienhaus,1580000.0,0.0,19.0,37.0,12,13.0,3,3,0,0,28
1944,47.3015213012695,145.0,7.8826904296875,Rothrist,4852,6.0,Einfamilienhaus,775000.0,0.001096778957110377,32.0,41.0,11,12.0,4,0,0,4,31
1982,47.14306640625,165.0,8.4518985748291,Risch,6343,4.0,Einfamilienhaus,2080000.0,0.15161290227577964,24.0,36.0,12,14.0,3,0,3,3,29
2017,47.3517913818359,140.0,8.33630847930908,Bremgarten (AG),5620,5.0,Einfamilienhaus,930000.0,0.10937898066246736,19.0,29.0,1,1.0,0,0,0,0,3
1967,47.395824432373,128.0,9.639875411987301,Widnau,9443,5.0,Mehrfamilienhaus,750000.0,0.047920020314902084,66.0,106.0,16,18.0,0,0,0,0,41
2001,46.1808891296387,220.0,8.83415985107422,Minusio,6648,5.0,Einfamilienhaus,1900000.0,0.22478058936278095,33.0,72.0,10,13.0,3,0,0,3,19
2016,46.7334671020508,194.0,7.67007780075073,Oberhofen am Thunersee,3653,4.0,Einfamilienhaus,1850000.0,0.24593538754893576,26.0,48.0,10,31.0,0,0,0,0,41
1993,47.134124755859396,123.0,8.63167285919189,Oberägeri,6315,2.0,Sonstiges,960000.0,0.15511476917197084,30.0,55.0,7,23.0,3,0,0,3,39
1968,47.45527648925779,1999.0,8.23688316345215,Mülligen,5243,5.0,Einfamilienhaus,750000.0,0.06243614431479445,18.0,41.0,6,6.0,3,0,0,3,13
1943,47.5341453552246,84.0,8.11964988708496,Gansingen,5272,4.0,Einfamilienhaus,395000.0,0.0,33.0,50.0,6,6.0,0,0,0,0,9
2009,46.2939300537109,400.0,6.99189853668213,Ollon,1867,7.0,Einfamilienhaus,2100000.0,0.0,39.0,45.0,4,5.0,3,0,0,3,10
1944,47.3029365539551,789.0,8.11525917053223,Oberkulm,5727,5.0,Einfamilienhaus,420000.0,0.0,38.0,57.0,13,33.0,0,0,0,0,76
1920,47.4681930541992,99.0,9.05199432373047,Wil (SG),9500,5.0,Einfamilienhaus,680000.0,0.004217623402239593,33.0,47.0,16,24.0,3,0,3,0,40
1997,47.4690055847168,170.0,8.40657329559326,Boppelsen,8113,5.0,Einfamilienhaus,985000.0,0.0003432930003856848,14.0,13.0,9,16.0,0,0,0,0,35
1982,47.7500877380371,152.0,8.48105144500732,Schleitheim,8226,6.0,Einfamilienhaus,499734.0,0.00541524884119197,45.0,86.0,8,8.0,3,0,0,3,16
2019,46.954738616943395,108.0,7.183945178985598,Ried bei Kerzers,3216,3.0,Wohnung,555000.0,0.0,15.0,28.0,3,8.0,0,0,0,0,14
1988,46.85908508300779,160.0,9.54847526550293,Chur,7000,6.0,Einfamilienhaus,1750000.0,0.0,66.0,79.0,10,15.0,3,0,0,3,32
1870,47.3697090148926,585.0,8.00186061859131,Schönenwerd,5012,7.0,Mehrfamilienhaus,650000.0,0.06717799371131668,33.0,41.0,6,10.0,5,0,3,4,17
2013,47.3212203979492,101.0,7.80088329315186,Egerkingen,4622,4.0,Wohnung,545000.0,0.006497836933157182,26.0,51.0,2,20.0,0,0,0,0,24
2005,46.697624206543,80.0,9.43874645233154,Thusis,7430,3.0,Wohnung,455000.0,0.07358260665441202,79.0,114.0,9,52.0,7,0,0,7,94
2002,47.5461959838867,153.0,8.91351890563965,Frauenfeld,8500,6.0,Mehrfamilienhaus,950000.0,0.004664420613318602,28.0,34.0,22,23.0,3,0,0,3,66
1978,47.194618225097706,87.0,9.31225490570068,Wildhaus-Alt St. Johann,9657,4.0,Einfamilienhaus,395000.0,0.0037252293034548494,57.0,109.0,9,10.0,0,0,0,0,5
1986,47.4502182006836,384.0,8.925210952758789,Bichelsee-Balterswil,8363,5.0,Einfamilienhaus,640000.0,0.0,35.0,69.0,8,15.0,3,0,0,3,18
2017,47.172061920165994,208.0,8.98154258728027,Reichenburg,8864,5.0,Mehrfamilienhaus,910000.0,0.021902457091724368,29.0,45.0,3,5.0,9,0,3,6,10
1925,47.02400970458979,230.0,7.296636581420901,Seedorf (BE),3268,6.0,Einfamilienhaus,620000.0,0.00551047034212069,17.0,26.0,5,9.0,3,0,0,3,11
2004,46.184440612793,200.0,8.81238555908203,Brione sopra Minusio,6645,4.0,Einfamilienhaus,2850000.0,0.0,35.0,84.0,4,4.0,0,0,0,0,3
2000,47.4801368713379,142.0,7.59885168075562,Aesch (BL),4147,5.0,Mehrfamilienhaus,885000.0,0.020261225612711792,11.0,14.0,6,22.0,3,0,0,3,52
2016,47.3027267456055,135.0,7.794189929962161,Neuendorf,4623,5.0,Mehrfamilienhaus,619000.0,0.0,30.0,63.0,4,6.0,3,0,0,3,9
1969,47.4220314025879,192.0,8.31246852874756,Oberrohrdorf,5452,6.0,Mehrfamilienhaus,1045000.0,0.0017854229721388382,21.0,37.0,13,15.0,3,0,0,3,40
2019,47.4596939086914,193.0,8.25645446777344,Birmenstorf (AG),5413,5.0,Einfamilienhaus,1690000.0,0.02999384427922315,16.0,41.0,13,13.0,3,0,0,3,35
1988,47.2287101745605,183.0,8.98160076141357,Uznach,8730,7.0,Einfamilienhaus,1550000.0,0.005750290823626363,30.0,46.0,6,9.0,3,0,3,3,19
1957,47.305061340332,220.0,7.901373386383059,Rothrist,4852,8.0,Einfamilienhaus,2500000.0,0.016087575104720208,32.0,41.0,5,7.0,3,0,3,3,14
2011,46.3677368164062,120.0,8.087109565734862,Grengiols,3993,4.0,Einfamilienhaus,485000.0,0.009444203178477276,99.0,107.0,4,5.0,3,0,0,3,9
1979,47.067779541015604,79.0,8.64906978607178,Sattel,6417,4.0,Einfamilienhaus,615000.0,8.210658196281854e-05,34.0,57.0,11,13.0,3,0,0,3,5
1910,47.1810836791992,150.0,7.6821584701538095,Niederönz,3362,5.0,Einfamilienhaus,370000.0,0.0,27.0,41.0,5,5.0,3,0,0,3,10
1988,46.9593925476074,135.0,7.02603960037231,Cudrefin,1588,5.0,Mehrfamilienhaus,710000.0,0.27155794926858234,27.0,77.0,4,4.0,0,0,0,0,8
1972,47.3984565734863,100.0,9.57628536224365,Rebstein,9445,4.0,Einfamilienhaus,620000.0,0.0,70.0,120.0,12,12.0,3,0,0,3,22
1899,47.506526947021506,125.0,9.24985408782959,Zihlschlacht-Sitterdorf,8589,6.0,Mehrfamilienhaus,435000.0,0.025503724071523667,51.0,80.0,10,16.0,3,0,0,3,27
2008,47.4449234008789,170.0,9.643575668334961,St. Margrethen,9430,6.0,Einfamilienhaus,980000.0,0.04294771163969301,61.0,77.0,7,7.0,0,0,0,0,24
2002,47.6854782104492,240.0,8.76368618011475,Diessenhofen,8253,8.0,Einfamilienhaus,1380000.0,0.04086362880978373,34.0,65.0,9,9.0,3,0,0,3,28
1998,47.50866317749021,182.0,9.41040802001953,Arbon,9320,6.0,Mehrfamilienhaus,845000.0,0.0018958241023338005,57.0,93.0,10,15.0,3,0,0,3,33
1968,47.4577484130859,170.0,9.5697660446167,Lutzenberg,9426,5.0,Einfamilienhaus,1120000.0,0.0001735311736390817,60.0,126.0,3,3.0,0,0,0,0,5
1994,46.7755317687988,110.0,7.03745460510254,La Brillaz,1756,5.0,Einfamilienhaus,675000.0,0.0,24.0,54.0,13,17.0,3,0,3,3,40
1988,46.9892044067383,134.0,7.44313669204712,Zollikofen,3052,5.0,Einfamilienhaus,980000.0,0.046061263320741695,9.0,14.0,5,6.0,0,0,0,0,15
1991,47.3625984191895,165.0,8.82978057861328,Hittnau,8335,7.0,Mehrfamilienhaus,1240000.0,0.002408067389354945,21.0,40.0,7,7.0,0,0,0,0,19
1928,47.2592620849609,85.0,7.84101152420044,Murgenthal,4856,4.0,Einfamilienhaus,259000.0,0.01342410818579063,35.0,43.0,4,7.0,0,0,0,0,13
2013,46.468921661377,280.0,7.28500843048096,Saanen,3780,6.0,Einfamilienhaus,3950000.0,0.0032714409122637142,61.0,109.0,7,16.0,3,0,0,3,9
2015,47.358642578125,308.0,7.371839046478269,Courroux,2822,11.0,Einfamilienhaus,1098000.0,0.0151723476922506,34.0,52.0,6,7.0,0,0,0,0,16
1885,47.3895606994629,111.0,8.33012294769287,Künten,5444,10.0,Einfamilienhaus,690000.0,0.002154767414926512,20.0,41.0,11,18.0,5,0,3,4,57
2008,47.2246894836426,180.0,8.98536777496338,Uznach,8730,6.0,Mehrfamilienhaus,790000.0,0.016670803233836018,30.0,46.0,21,47.0,4,0,0,4,120
1974,46.735416412353494,140.0,8.93941020965576,Sumvitg,7174,7.0,Einfamilienhaus,365000.0,0.0008685259707668162,88.0,145.0,1,1.0,0,0,0,0,3
1997,47.5507011413574,145.0,7.85143518447876,Möhlin,4313,5.0,Mehrfamilienhaus,875000.0,0.0,16.0,29.0,26,26.0,3,0,0,3,71
2006,47.5249900817871,73.0,8.95560836791992,Stettfurt,9507,2.0,Einfamilienhaus,449000.0,0.00018111372562114786,29.0,68.0,15,22.0,3,0,0,3,44
1890,47.69116592407229,85.0,8.63785076141357,Feuerthalen,8245,4.0,Mehrfamilienhaus,620000.0,0.0696828920868505,33.0,56.0,17,28.0,3,0,3,3,68
1929,47.544864654540994,132.0,7.78031826019287,Rheinfelden,4310,8.0,Einfamilienhaus,925000.0,0.03377423999352522,15.0,18.0,4,6.0,3,0,3,3,12
1950,47.4100341796875,136.0,8.1700439453125,Niederlenz,5702,5.0,Einfamilienhaus,815000.0,0.01810784931157177,23.0,35.0,2,4.0,0,0,0,0,14
2018,47.5384178161621,150.0,9.08507251739502,Bussnang,9504,6.0,Mehrfamilienhaus,620000.0,0.0078020948649605215,41.0,68.0,3,4.0,3,0,3,0,8
1980,46.0225677490234,107.0,8.897584915161131,Cademario,6936,6.0,Einfamilienhaus,480000.0,0.0,14.0,36.0,11,16.0,0,0,0,0,18
1967,47.343109130859396,100.0,8.15531826019287,Seon,5703,4.0,Einfamilienhaus,625000.0,0.005784570327929831,29.0,37.0,10,12.0,3,0,3,3,28
1970,47.366729736328104,135.0,9.4625301361084,Gais,9056,5.0,Mehrfamilienhaus,648000.0,0.0,58.0,118.0,14,16.0,3,0,0,3,48
1966,46.338687896728494,196.0,7.63663196563721,Albinen,3955,8.0,Einfamilienhaus,470000.0,0.0,75.0,117.0,3,5.0,0,0,0,0,4
1980,46.997894287109396,150.0,7.43858861923218,Zollikofen,3052,5.0,Einfamilienhaus,1250000.0,0.0,9.0,14.0,5,6.0,3,0,0,3,14
2019,47.272525787353494,125.0,8.27503299713135,Schongau,6288,4.0,Wohnung,940000.0,0.00013051509985109654,30.0,86.0,3,3.0,3,0,3,3,8
1986,46.70358657836911,238.0,7.81296539306641,Beatenberg,3803,3.0,Einfamilienhaus,480000.0,0.0,36.0,82.0,3,6.0,0,0,0,0,3
1900,47.3544807434082,100.0,8.279370307922362,Wohlen (AG),5610,5.0,Einfamilienhaus,420000.0,0.0,22.0,30.0,13,19.0,3,0,3,3,43
1928,47.3641471862793,130.0,7.90513563156128,Trimbach,4632,5.0,Einfamilienhaus,650000.0,0.04681170821406823,32.0,46.0,20,38.0,3,0,3,0,64
1966,47.3046722412109,177.0,8.76176452636719,Gossau (ZH),8625,8.0,Einfamilienhaus,890000.0,0.00041654750211108613,20.0,31.0,14,17.0,3,0,0,3,33
2017,47.4462814331055,145.0,8.80050468444824,Zell (ZH),8483,5.0,Mehrfamilienhaus,1050000.0,0.02457362340118513,23.0,42.0,2,3.0,0,0,0,0,8
1800,47.759674072265604,300.0,8.61107063293457,Merishausen,8232,10.0,Mehrfamilienhaus,650000.0,0.0,38.0,65.0,4,6.0,3,3,0,3,14
1955,47.6834564208984,92.0,8.66567802429199,Feuerthalen,8246,4.0,Einfamilienhaus,490000.0,0.05814390220619331,33.0,56.0,12,13.0,3,0,3,0,25
1980,47.446712493896506,175.0,9.5120906829834,Grub (AR),9035,5.0,Einfamilienhaus,750000.0,0.0002165617081511028,58.0,101.0,9,9.0,3,0,0,3,24
1972,46.6605072021484,113.0,7.730316162109378,Krattigen,3704,4.0,Einfamilienhaus,620000.0,0.21253136956660976,27.0,49.0,12,21.0,3,0,0,3,25
2000,47.410430908203104,118.0,7.323673248291018,Movelier,2812,5.0,Einfamilienhaus,455000.0,0.00027088930091034765,35.0,63.0,9,9.0,0,0,0,0,28
1994,47.6642265319824,150.0,8.704319000244139,Schlatt (TG),8252,5.0,Einfamilienhaus,595000.0,0.0,30.0,62.0,15,15.0,3,0,0,3,41
1764,47.206546783447294,108.0,8.19193744659424,Beromünster,6215,6.0,Einfamilienhaus,690000.0,0.0,40.0,90.0,29,60.0,16,0,3,14,81
1950,47.431583404540994,500.0,7.63911247253418,Seewen,4206,10.0,Sonstiges,2850000.0,0.0,20.0,31.0,1,3.0,3,3,0,3,4
1937,47.2371826171875,95.0,8.178591728210451,Burg (AG),5736,4.0,Mehrfamilienhaus,390000.0,0.0034899044329297787,40.0,70.0,14,15.0,0,0,0,0,31
2000,47.3842544555664,177.0,8.06619262695312,Suhr,5034,5.0,Mehrfamilienhaus,1150000.0,0.002432415799892149,30.0,38.0,16,46.0,3,0,0,3,118
1973,47.3842658996582,194.0,8.59447765350342,Dübendorf,8044,7.0,Mehrfamilienhaus,1650000.0,0.0,8.0,4.0,12,14.0,0,0,0,0,31
1985,47.339427947998,219.0,8.85368824005127,Bäretswil,8344,6.0,Einfamilienhaus,1800000.0,0.0,24.0,39.0,7,7.0,0,0,0,0,14
1982,46.6862449645996,170.0,9.56332588195801,Lantsch/Lenz,7083,9.0,Einfamilienhaus,490000.0,6.909340792055775e-05,88.0,133.0,7,26.0,3,0,0,3,9
2008,47.5220260620117,291.0,8.01719379425049,Oeschgen,5072,7.0,Einfamilienhaus,2190000.0,0.00866458093690298,23.0,51.0,7,8.0,3,3,0,0,24
2018,47.0230293273926,198.0,8.65967750549316,Schwyz,6430,6.0,Einfamilienhaus,1650000.0,0.002466336743702664,36.0,63.0,16,24.0,3,0,3,3,52
1995,47.36698913574221,150.0,8.34322452545166,Eggenwil,5445,5.0,Einfamilienhaus,1050000.0,0.05938417737654145,17.0,39.0,8,9.0,0,0,0,0,14
1949,47.4057006835938,111.0,8.72796535491943,Illnau-Effretikon,8308,5.0,Mehrfamilienhaus,650000.0,0.005618864579795636,16.0,15.0,8,15.0,3,0,0,3,17
1974,47.374481201171896,220.0,9.41880893707275,Bühler,9055,7.0,Einfamilienhaus,1050000.0,0.00035472177429936584,55.0,111.0,13,15.0,0,0,0,0,28
2015,47.2702140808105,140.0,7.8404712677002,Murgenthal,4853,6.0,Einfamilienhaus,745000.0,0.06743817790824022,35.0,43.0,7,8.0,3,0,3,3,15
1990,47.252750396728494,297.0,7.944264411926269,Brittnau,4805,7.0,Einfamilienhaus,1090000.0,0.0031009468196706463,38.0,50.0,8,8.0,3,0,0,3,22
1994,47.16264343261721,192.0,9.0454797744751,Schänis,8718,6.0,Einfamilienhaus,1250000.0,0.00013111868706205336,32.0,55.0,9,10.0,0,0,0,0,24
2014,47.0463447570801,203.0,9.06251239776611,Glarus,8750,6.0,Einfamilienhaus,1300000.0,0.0175165583956107,40.0,63.0,13,44.0,3,0,0,3,84
1999,47.116569519043,270.0,8.38870429992676,Root,6037,6.0,Mehrfamilienhaus,1185000.0,0.04677684790591373,25.0,45.0,17,32.0,3,0,3,3,78
1955,46.2494697570801,140.0,8.70389652252197,Maggia,6673,5.0,Einfamilienhaus,1150000.0,0.01669285937857901,45.0,93.0,8,9.0,3,0,0,3,14
1999,46.01303482055661,200.0,8.972859382629391,Lugano,6962,5.0,Einfamilienhaus,2000000.0,0.004785466788779874,3.0,19.0,6,12.0,3,0,0,3,10
2017,47.4581909179688,158.0,8.21578407287598,Hausen (AG),5212,5.0,Mehrfamilienhaus,930000.0,0.011910546465802202,19.0,39.0,13,13.0,3,0,0,3,43
2003,47.204376220703104,120.0,8.685351371765138,Richterswil,8805,5.0,Mehrfamilienhaus,1150000.0,0.00484626968910756,16.0,24.0,21,55.0,3,0,0,3,131
1800,46.9795608520508,100.0,9.64670562744141,Grüsch,7214,4.0,Einfamilienhaus,420000.0,0.016946394535908432,64.0,79.0,14,20.0,4,0,3,3,45
1975,46.1343383789062,200.0,8.71187591552734,Brissago,6614,5.0,Einfamilienhaus,2150000.0,0.09555009901661993,41.0,89.0,1,1.0,0,0,0,0,0
2011,47.56137466430661,208.0,8.40751171112061,Fisibach,5467,7.0,Einfamilienhaus,1150000.0,0.0,22.0,58.0,9,13.0,3,0,0,3,29
1937,46.417049407959006,230.0,6.928942680358889,Veytaux,1820,7.0,Einfamilienhaus,1190000.0,0.4038140987936349,25.0,68.0,1,1.0,0,0,0,0,4
2000,47.3358573913574,149.0,8.472805023193361,Wettswil am Albis,8907,4.0,Mehrfamilienhaus,1095000.0,0.02520794352683189,16.0,14.0,13,24.0,3,0,0,3,72
1902,47.45556259155271,225.0,7.83025312423706,Thürnen,4441,8.0,Einfamilienhaus,1090000.0,0.003138520476572791,19.0,34.0,8,16.0,3,0,3,3,43
1837,47.2325286865234,90.0,8.34780979156494,Beinwil (Freiamt),5637,4.0,Sonstiges,1200000.0,0.0,22.0,65.0,1,1.0,0,0,0,0,0
2009,47.5476570129395,147.0,7.77548456192017,Rheinfelden,4310,4.0,Mehrfamilienhaus,1090000.0,0.054265608129239314,15.0,18.0,12,12.0,3,0,0,3,44
2018,46.710807800293,151.0,7.020630359649661,Gibloux,1695,5.0,Einfamilienhaus,700000.0,0.0,31.0,68.0,7,7.0,0,0,0,0,24
1975,47.41495513916021,236.0,8.36537456512451,Spreitenbach,8957,9.0,Einfamilienhaus,1450000.0,0.0005281177144398706,12.0,14.0,13,14.0,3,0,3,3,26
1979,46.7117118835449,150.0,7.6377677917480495,Spiez,3646,6.0,Einfamilienhaus,895000.0,0.2312064969888921,23.0,34.0,12,23.0,3,0,0,3,31
1979,47.35629653930661,170.0,8.69234371185303,Greifensee,8606,4.0,Mehrfamilienhaus,1395000.0,0.2288319842923573,13.0,13.0,2,2.0,0,0,0,0,4
1981,47.4578514099121,160.0,7.863270759582519,Gelterkinden,4460,5.0,Einfamilienhaus,615000.0,0.0024181432612518715,21.0,28.0,12,14.0,3,0,0,3,31
2017,47.1761283874512,164.0,8.35408496856689,Abtwil,5646,5.0,Einfamilienhaus,995000.0,0.0,27.0,75.0,6,8.0,3,0,3,0,18
1996,47.0093269348145,222.0,9.53713798522949,Maienfeld,7304,5.0,Einfamilienhaus,1950000.0,0.0,58.0,76.0,9,12.0,3,0,0,3,22
2006,47.721218109130895,176.0,8.65710830688477,Schaffhausen,8207,5.0,Mehrfamilienhaus,950000.0,0.0003340144141910822,34.0,48.0,21,30.0,4,0,0,4,107
1996,46.9048728942871,210.0,7.35845279693604,Köniz,3174,6.0,Einfamilienhaus,1290000.0,0.0,9.0,5.0,10,10.0,3,0,0,3,25
1969,47.0961380004883,126.0,9.48995780944824,Wartau,9479,5.0,Einfamilienhaus,485000.0,0.00029388890062837,56.0,67.0,1,1.0,0,0,0,0,0
2009,47.1870536804199,155.0,7.7046003341674805,Herzogenbuchsee,3360,4.0,Mehrfamilienhaus,698000.0,0.0,27.0,32.0,10,26.0,10,0,0,10,41
1965,47.382164001464794,113.0,8.16909980773926,Staufen,5603,7.0,Einfamilienhaus,825000.0,0.0071158988519515205,27.0,30.0,17,25.0,3,0,3,3,44
2016,47.4414291381836,220.0,9.52778720855713,Heiden,9410,6.0,Einfamilienhaus,1490000.0,0.00037175820469302243,59.0,115.0,2,2.0,0,0,0,0,9
2008,47.51171493530271,264.0,8.64131355285645,Pfungen,8422,9.0,Mehrfamilienhaus,1820000.0,0.002430159198024885,19.0,35.0,8,10.0,3,0,0,3,22
1899,47.623382568359396,178.0,8.93675518035889,Herdern,8506,5.0,Sonstiges,819000.0,0.0015351328591933814,31.0,66.0,9,11.0,3,0,0,3,20
2001,47.166168212890604,280.0,7.80145788192749,Madiswil,4934,7.0,Einfamilienhaus,1780000.0,0.00148963758365051,37.0,59.0,10,23.0,3,0,0,3,42
1990,46.1110420227051,95.0,8.773618698120119,Gambarogno,6577,4.0,Mehrfamilienhaus,950000.0,0.2528781757996813,36.0,88.0,10,12.0,0,0,0,0,3
1973,46.8644523620605,110.0,6.485791206359861,La Côte-aux-Fées,2117,4.0,Einfamilienhaus,250000.0,0.0002221405864387021,42.0,106.0,4,4.0,3,0,3,0,6
1815,46.87841796875,260.0,7.5770697593689,Tägertschi,3111,8.0,Mehrfamilienhaus,910000.0,0.000139231952229258,13.0,32.0,1,3.0,3,0,0,3,4
1953,47.4524955749512,155.0,9.0522518157959,Wil (SG),9500,6.0,Mehrfamilienhaus,1895000.0,0.014782204327424388,33.0,47.0,14,20.0,0,0,0,0,45
2012,47.7353515625,179.0,8.65857410430908,Stetten (SH),8234,6.0,Einfamilienhaus,1280000.0,0.000932275873213548,36.0,64.0,13,13.0,3,0,0,3,45
1982,47.4868316650391,120.0,7.51855659484863,Witterswil,4108,4.0,Mehrfamilienhaus,780000.0,0.05120670740729941,14.0,29.0,20,20.0,3,0,3,0,51
1981,46.9943504333496,122.0,8.51879119873047,Gersau,6442,5.0,Einfamilienhaus,890000.0,0.3544222282665193,41.0,81.0,10,17.0,3,0,0,3,14
1991,47.5727653503418,143.0,7.83789348602295,Möhlin,4313,5.0,Einfamilienhaus,985000.0,0.009024092267689472,16.0,29.0,16,19.0,3,0,0,3,39
2016,46.783172607421896,181.0,9.19266128540039,Ilanz/Glion,7154,6.0,Einfamilienhaus,985000.0,0.0,90.0,138.0,10,16.0,3,0,3,3,12
2000,47.5015068054199,170.0,8.32627773284912,Freienwil,5423,6.0,Mehrfamilienhaus,895000.0,0.0,22.0,40.0,9,12.0,3,0,0,3,40
2017,47.396759033203104,185.0,7.855266571044919,Läufelfingen,4448,7.0,Einfamilienhaus,940000.0,0.0,24.0,43.0,9,10.0,0,0,0,0,19
2015,46.8239974975586,160.0,6.496093273162839,Sainte-Croix,1450,5.0,Einfamilienhaus,950000.0,0.0,36.0,64.0,4,4.0,0,0,0,0,7
1988,46.8131713867188,150.0,7.47848033905029,Riggisberg,3132,6.0,Einfamilienhaus,930000.0,0.0005692195081485776,17.0,40.0,5,7.0,0,0,0,0,10
2012,47.49470520019529,160.0,9.34701728820801,Häggenschwil,9312,5.0,Einfamilienhaus,995000.0,0.004950103132334265,53.0,108.0,14,16.0,6,0,0,6,51
1999,47.222320556640604,160.0,8.45864677429199,Knonau,8934,5.0,Mehrfamilienhaus,980000.0,0.0,18.0,31.0,18,32.0,0,0,0,0,77
1980,46.03952407836911,145.0,8.91626739501953,Gravesano,6929,5.0,Einfamilienhaus,950000.0,0.008892930425813551,12.0,25.0,9,11.0,0,0,0,0,23
1994,46.9924468994141,130.0,9.51930332183838,Bad Ragaz,7310,5.0,Einfamilienhaus,985000.0,0.049118483031071525,56.0,72.0,12,13.0,0,0,0,0,40
1967,47.2407646179199,160.0,7.97641801834106,Reiden,6260,8.0,Einfamilienhaus,850000.0,0.0013891596787411475,37.0,51.0,15,20.0,3,0,0,3,39
1989,47.529483795165994,140.0,7.805188655853269,Magden,4312,6.0,Einfamilienhaus,990000.0,0.0,15.0,40.0,18,19.0,0,0,0,0,37
1874,47.1478424072266,1100.0,7.48047161102295,Buchegg,4576,9.0,Einfamilienhaus,998000.0,0.0,26.0,45.0,5,8.0,0,0,0,0,11
2017,45.894313812255895,150.0,8.97097492218018,Riva San Vitale,6826,4.0,Mehrfamilienhaus,929000.0,0.0,17.0,25.0,12,12.0,3,0,3,0,36
